q01	d254:1.3322, d016:1.2801, d085:0.7608, d185:0.721, d209:0.721, d060:0.6882, d100:0.6882, d153:0.6882, d186:0.6553, d006:0.5714, d215:0.5714, d099:0.5193, d243:0.5193, d004:0.3605, d039:0.3605, d065:0.3605, d094:0.3605, d130:0.3605, d136:0.3605, d152:0.3605, d162:0.3605, d164:0.3605, d184:0.3605, d195:0.3605, d312:0.3605, d316:0.3605, d028:0.3277, d038:0.3277, d074:0.3277, d082:0.3277, d116:0.3277, d170:0.3277, d172:0.3277, d212:0.3277, d229:0.3277, d234:0.3277, d255:0.3277, d265:0.3277, d281:0.3277, d284:0.3277, d299:0.3277, d315:0.3277, d317:0.3277, d329:0.3277
q02	d283:1.2509, d147:1.2505, d293:1.2198, d149:0.7805, d143:0.7393, d318:0.7229, d134:0.7055, d023:0.6511, d139:0.6511, d150:0.6132, d052:0.5971, d316:0.5971, d107:0.5828, d002:0.5329, d014:0.5329, d037:0.5329, d136:0.5329, d294:0.5329, d103:0.5324, d128:0.4869, d166:0.4731, d291:0.4731, d187:0.4695, d017:0.4675, d039:0.4232, d282:0.4232, d306:0.4227, d117:0.4219, d119:0.4219, d164:0.4219, d185:0.4219, d211:0.4219, d222:0.4219, d234:0.4219, d051:0.4045, d268:0.4045, d296:0.4045, d158:0.3759, d173:0.3759, d137:0.3633, d250:0.3633, d252:0.3633, d320:0.3633, d020:0.3577, d046:0.3577, d106:0.3577, d142:0.3577, d145:0.3577, d160:0.3577, d197:0.3577, d227:0.3577, d287:0.3577, d018:0.3304, d058:0.3304, d172:0.3304, d179:0.3304, d210:0.3304, d248:0.3304, d290:0.3304, d124:0.313, d131:0.313, d254:0.313, d021:0.2662, d042:0.2662, d047:0.2662, d083:0.2662, d121:0.2662, d144:0.2662, d202:0.2662, d229:0.2662, d237:0.2662, d243:0.2662, d263:0.2662, d307:0.2662, d031:0.248, d044:0.248, d068:0.248, d098:0.248, d108:0.248, d116:0.248, d246:0.248, d260:0.248, d305:0.248, d007:0.2194, d180:0.2194, d215:0.2194, d019:0.1739, d029:0.1739, d055:0.1739, d063:0.1739, d077:0.1739, d105:0.1739, d129:0.1739, d141:0.1739, d153:0.1739, d186:0.1739, d190:0.1739, d200:0.1739, d204:0.1739, d218:0.1739, d221:0.1739, d228:0.1739, d245:0.1739, d255:0.1739, d298:0.1739, d319:0.1739, d327:0.1739, d005:0.1565, d010:0.1565, d022:0.1565, d054:0.1565, d062:0.1565, d082:0.1565, d118:0.1565, d120:0.1565, d122:0.1565, d130:0.1565, d133:0.1565, d140:0.1565, d151:0.1565, d154:0.1565, d206:0.1565, d212:0.1565, d239:0.1565, d242:0.1565, d251:0.1565, d257:0.1565, d262:0.1565, d264:0.1565, d269:0.1565, d271:0.1565, d308:0.1565, d323:0.1565, d324:0.1565, d001:0.1097, d003:0.1097, d004:0.1097, d024:0.1097, d040:0.1097, d043:0.1097, d045:0.1097, d050:0.1097, d061:0.1097, d064:0.1097, d067:0.1097, d070:0.1097, d079:0.1097, d080:0.1097, d085:0.1097, d101:0.1097, d102:0.1097, d152:0.1097, d161:0.1097, d162:0.1097, d163:0.1097, d184:0.1097, d188:0.1097, d191:0.1097, d194:0.1097, d196:0.1097, d198:0.1097, d203:0.1097, d205:0.1097, d214:0.1097, d216:0.1097, d219:0.1097, d224:0.1097, d225:0.1097, d226:0.1097, d230:0.1097, d232:0.1097, d233:0.1097, d236:0.1097, d238:0.1097, d244:0.1097, d249:0.1097, d266:0.1097, d273:0.1097, d277:0.1097, d278:0.1097, d279:0.1097, d281:0.1097, d284:0.1097, d286:0.1097, d297:0.1097, d300:0.1097, d302:0.1097, d304:0.1097, d309:0.1097, d313:0.1097, d314:0.1097, d317:0.1097, d328:0.1097, d330:0.1097
q03	d283:0.831, d105:0.5243, d147:0.5243, d152:0.5243, d291:0.5243, d318:0.5243
q04	d049:1.3342, d019:1.2353, d270:1.203, d010:1.0246, d286:0.9978, d275:0.9749, d310:0.7902, d130:0.6824, d252:0.6139, d060:0.595, d251:0.5618, d048:0.5429, d289:0.5299, d330:0.5299, d046:0.5102, d093:0.5031, d133:0.4933, d262:0.4757, d091:0.4581, d110:0.4534, d121:0.4534, d142:0.4534, d100:0.4451, d184:0.4451, d271:0.4436, d208:0.4261, d306:0.4261, d314:0.4183, d227:0.4163, d013:0.4085, d205:0.4085, d081:0.4, d041:0.3909, d246:0.3909, d268:0.3909, d030:0.3811, d117:0.3811, d061:0.3588, d108:0.3588, d005:0.3413, d071:0.3413, d089:0.3413, d122:0.3413, d196:0.3413, d298:0.3413, d113:0.3315, d199:0.3315, d250:0.3315, d312:0.3315, d111:0.3236, d296:0.3236, d075:0.2963, d082:0.2963, d119:0.2963, d125:0.2963, d198:0.2963, d216:0.2963, d230:0.2963, d280:0.2963, d001:0.2565, d087:0.2565, d160:0.2565, d164:0.2565, d180:0.2565, d194:0.2565, d263:0.2565, d292:0.2565, d308:0.2565, d018:0.2466, d050:0.2466, d055:0.2466, d073:0.2466, d088:0.2466, d131:0.2466, d136:0.2466, d175:0.2466, d193:0.2466, d212:0.2466, d226:0.2466, d248:0.2466, d259:0.2466, d264:0.2466, d269:0.2466, d279:0.2466, d307:0.2466, d210:0.2381, d238:0.2381, d200:0.2193, d255:0.2193, d300:0.2193, d006:0.197, d143:0.197, d145:0.197, d197:0.197, d276:0.197, d012:0.1696, d022:0.1696, d092:0.1696, d106:0.1696, d112:0.1696, d114:0.1696, d120:0.1696, d129:0.1696, d209:0.1696, d219:0.1696, d235:0.1696, d242:0.1696, d249:0.1696, d274:0.1696, d302:0.1696, d020:0.1618, d021:0.1618, d023:0.1618, d029:0.1618, d039:0.1618, d040:0.1618, d052:0.1618, d126:0.1618, d189:0.1618, d192:0.1618, d215:0.1618, d234:0.1618, d241:0.1618, d253:0.1618, d257:0.1618, d261:0.1618, d265:0.1618, d266:0.1618, d304:0.1618, d319:0.1618, d327:0.1618, d009:0.1344, d024:0.1344, d027:0.1344, d032:0.1344, d037:0.1344, d042:0.1344, d044:0.1344, d054:0.1344, d058:0.1344, d059:0.1344, d062:0.1344, d079:0.1344, d098:0.1344, d123:0.1344, d124:0.1344, d144:0.1344, d181:0.1344, d191:0.1344, d202:0.1344, d206:0.1344, d207:0.1344, d217:0.1344, d221:0.1344, d229:0.1344, d237:0.1344, d278:0.1344, d291:0.1344, d294:0.1344, d003:0.0848, d007:0.0848, d008:0.0848, d014:0.0848, d028:0.0848, d031:0.0848, d036:0.0848, d038:0.0848, d043:0.0848, d047:0.0848, d051:0.0848, d056:0.0848, d065:0.0848, d066:0.0848, d069:0.0848, d070:0.0848, d076:0.0848, d080:0.0848, d086:0.0848, d095:0.0848, d102:0.0848, d104:0.0848, d115:0.0848, d118:0.0848, d146:0.0848, d147:0.0848, d151:0.0848, d156:0.0848, d163:0.0848, d166:0.0848, d168:0.0848, d174:0.0848, d179:0.0848, d183:0.0848, d186:0.0848, d195:0.0848, d203:0.0848, d211:0.0848, d225:0.0848, d231:0.0848, d247:0.0848, d254:0.0848, d256:0.0848, d287:0.0848, d293:0.0848, d295:0.0848, d303:0.0848, d324:0.0848, d331:0.0848
q06	d329:2.2585, d297:2.1588, d026:2.0976, d257:1.1997, d233:0.8901, d029:0.7547, d069:0.7547, d023:0.6192, d166:0.6192, d021:0.4907, d134:0.4907, d154:0.4907, d208:0.4907, d004:0.4451, d025:0.4451, d139:0.4451, d186:0.4451, d003:0.3096, d018:0.3096, d033:0.3096, d034:0.3096, d041:0.3096, d060:0.3096, d061:0.3096, d079:0.3096, d087:0.3096, d098:0.3096, d104:0.3096, d128:0.3096, d170:0.3096, d193:0.3096, d211:0.3096, d212:0.3096, d262:0.3096, d265:0.3096, d303:0.3096
q07	d004:2.2032, d123:1.0875, d042:1.0292, d098:0.9631, d234:0.8868, d289:0.8868, d165:0.7966, d044:0.6861, d282:0.6861, d284:0.6861, d034:0.5437, d117:0.5437, d140:0.5437, d151:0.5437, d253:0.5437, d031:0.3431, d060:0.3431, d088:0.3431, d129:0.3431, d163:0.3431, d262:0.3431, d263:0.3431, d271:0.3431, d301:0.3431
q08	d251:2.2389, d117:1.9799, d110:1.8173, d271:1.6894, d028:1.6573, d108:1.2579, d005:1.2545, d246:0.9968, d125:0.9272, d121:0.8494, d292:0.8095, d115:0.7937, d205:0.7937, d030:0.7399, d130:0.7232, d123:0.5773, d278:0.5773, d070:0.5359, d312:0.5359, d208:0.4451, d211:0.4451, d074:0.4349, d088:0.3746, d253:0.3746, d019:0.3486, d075:0.3486, d104:0.3486, d106:0.3486, d180:0.3486, d269:0.3486, d304:0.3486, d026:0.2969, d039:0.2969, d044:0.2969, d055:0.2969, d065:0.2969, d069:0.2969, d085:0.2969, d093:0.2969, d096:0.2969, d124:0.2969, d195:0.2969, d198:0.2969, d210:0.2969, d254:0.2969, d280:0.2969, d303:0.2969, d006:0.1873, d029:0.1873, d040:0.1873, d054:0.1873, d059:0.1873, d060:0.1873, d071:0.1873, d082:0.1873, d089:0.1873, d091:0.1873, d097:0.1873, d102:0.1873, d103:0.1873, d109:0.1873, d112:0.1873, d119:0.1873, d122:0.1873, d139:0.1873, d140:0.1873, d142:0.1873, d151:0.1873, d153:0.1873, d157:0.1873, d168:0.1873, d179:0.1873, d192:0.1873, d193:0.1873, d197:0.1873, d199:0.1873, d202:0.1873, d213:0.1873, d215:0.1873, d218:0.1873, d227:0.1873, d232:0.1873, d241:0.1873, d242:0.1873, d257:0.1873, d258:0.1873, d263:0.1873, d268:0.1873, d270:0.1873, d275:0.1873, d281:0.1873, d291:0.1873, d311:0.1873, d323:0.1873, d329:0.1873, d330:0.1873
q09	d199:1.4719, d177:1.3553, d198:1.0486, d217:0.831, d219:0.7585, d205:0.5243, d223:0.5243
q10	d231:0.9701, d060:0.7688, d052:0.7047, d036:0.565, d215:0.5208, d034:0.4789, d068:0.4789, d281:0.4789, d305:0.4789, d085:0.4199, d091:0.4199, d233:0.4199, d285:0.4199, d031:0.4025, d072:0.4025, d092:0.4025, d294:0.4025, d314:0.4025, d069:0.3612, d076:0.3612, d109:0.3612, d142:0.3612, d201:0.3612, d221:0.3612, d042:0.319, d099:0.319, d170:0.319, d258:0.319, d024:0.3021, d035:0.3021, d048:0.3021, d093:0.3021, d113:0.3021, d118:0.3021, d122:0.3021, d124:0.3021, d194:0.3021, d212:0.3021, d235:0.3021, d244:0.3021, d263:0.3021, d279:0.3021, d282:0.3021, d295:0.3021, d330:0.3021, d077:0.2343, d167:0.2343, d198:0.2343, d283:0.2343, d313:0.2343, d323:0.2343, d021:0.2018, d137:0.2018, d152:0.2018, d268:0.2018, d271:0.2018, d010:0.2013, d012:0.2013, d020:0.2013, d026:0.2013, d030:0.2013, d040:0.2013, d041:0.2013, d044:0.2013, d059:0.2013, d064:0.2013, d079:0.2013, d114:0.2013, d117:0.2013, d125:0.2013, d165:0.2013, d177:0.2013, d179:0.2013, d202:0.2013, d217:0.2013, d220:0.2013, d246:0.2013, d254:0.2013, d256:0.2013, d260:0.2013, d288:0.2013, d308:0.2013, d327:0.2013, d001:0.1599, d015:0.1599, d018:0.1599, d029:0.1599, d054:0.1599, d057:0.1599, d058:0.1599, d065:0.1599, d071:0.1599, d130:0.1599, d132:0.1599, d151:0.1599, d154:0.1599, d168:0.1599, d172:0.1599, d190:0.1599, d192:0.1599, d203:0.1599, d205:0.1599, d214:0.1599, d280:0.1599, d303:0.1599, d316:0.1599, d322:0.1599, d325:0.1599, d328:0.1599, d329:0.1599, d003:0.1009, d009:0.1009, d014:0.1009, d016:0.1009, d017:0.1009, d022:0.1009, d023:0.1009, d025:0.1009, d039:0.1009, d045:0.1009, d046:0.1009, d055:0.1009, d061:0.1009, d063:0.1009, d066:0.1009, d073:0.1009, d074:0.1009, d081:0.1009, d086:0.1009, d095:0.1009, d097:0.1009, d100:0.1009, d101:0.1009, d107:0.1009, d110:0.1009, d115:0.1009, d126:0.1009, d129:0.1009, d131:0.1009, d133:0.1009, d135:0.1009, d136:0.1009, d138:0.1009, d141:0.1009, d144:0.1009, d148:0.1009, d159:0.1009, d171:0.1009, d173:0.1009, d174:0.1009, d175:0.1009, d185:0.1009, d193:0.1009, d199:0.1009, d204:0.1009, d209:0.1009, d211:0.1009, d216:0.1009, d218:0.1009, d219:0.1009, d223:0.1009, d229:0.1009, d230:0.1009, d232:0.1009, d234:0.1009, d237:0.1009, d240:0.1009, d241:0.1009, d247:0.1009, d248:0.1009, d249:0.1009, d250:0.1009, d251:0.1009, d255:0.1009, d257:0.1009, d259:0.1009, d262:0.1009, d264:0.1009, d273:0.1009, d289:0.1009, d291:0.1009, d293:0.1009, d299:0.1009, d307:0.1009, d310:0.1009, d312:0.1009, d319:0.1009, d320:0.1009, d324:0.1009, d331:0.1009
q12	d277:2.7221, d258:1.8209, d250:1.4494, d182:1.3031, d156:1.1925, d096:1.0865, d132:1.0865, d081:0.7763, d138:0.747, d302:0.747, d078:0.6152, d190:0.6152, d280:0.6152, d077:0.5773, d211:0.5773, d015:0.5481, d301:0.5481, d010:0.4713, d102:0.4713, d129:0.4713, d141:0.4713, d239:0.4713, d143:0.3881, d150:0.3881, d169:0.3881, d184:0.3881, d191:0.3881, d229:0.3881, d297:0.3881
q13	d049:1.3842, d056:1.0427, d277:0.9998, d272:0.9983, d241:0.9315, d286:0.8706, d042:0.7811, d309:0.7811, d317:0.7811, d026:0.6714, d099:0.6714, d271:0.6559, d055:0.619, d043:0.6038, d221:0.5975, d194:0.5548, d205:0.5548, d015:0.5481, d060:0.5481, d165:0.5481, d126:0.5469, d262:0.5469, d285:0.5469, d040:0.5353, d070:0.5333, d136:0.5333, d297:0.5333, d019:0.5112, d087:0.4941, d239:0.4451, d258:0.4451, d276:0.4451, d303:0.4451, d047:0.4438, d249:0.4438, d311:0.4256, d100:0.4236, d269:0.4236, d288:0.4236, d292:0.4236, d305:0.4236, d157:0.4216, d183:0.4216, d119:0.3867, d190:0.3867, d245:0.3867, d248:0.3867, d290:0.3867, d129:0.3847, d150:0.3847, d164:0.3847, d179:0.3847, d200:0.3847, d222:0.3847, d189:0.3373, d235:0.3373, d289:0.3373, d310:0.3373, d130:0.3341, d138:0.3341, d037:0.3225, d050:0.3225, d079:0.3225, d191:0.3225, d243:0.3225, d304:0.3225, d313:0.3225, d046:0.3205, d061:0.3205, d142:0.3205, d237:0.3205, d263:0.3205, d281:0.3205, d318:0.2836, d007:0.2194, d017:0.2194, d103:0.2194, d107:0.2194, d143:0.2194, d158:0.2194, d173:0.2194, d180:0.2194, d215:0.2194, d016:0.2128, d022:0.2128, d072:0.2128, d074:0.2128, d096:0.2128, d098:0.2128, d113:0.2128, d118:0.2128, d147:0.2128, d156:0.2128, d193:0.2128, d212:0.2128, d240:0.2128, d246:0.2128, d250:0.2128, d253:0.2128, d256:0.2128, d259:0.2128, d270:0.2128, d013:0.2108, d028:0.2108, d033:0.2108, d051:0.2108, d059:0.2108, d075:0.2108, d088:0.2108, d094:0.2108, d122:0.2108, d123:0.2108, d124:0.2108, d135:0.2108, d148:0.2108, d159:0.2108, d171:0.2108, d174:0.2108, d182:0.2108, d257:0.2108, d274:0.2108, d280:0.2108, d312:0.2108, d323:0.2108, d324:0.2108, d329:0.2108, d018:0.1739, d029:0.1739, d052:0.1739, d058:0.1739, d063:0.1739, d077:0.1739, d105:0.1739, d117:0.1739, d128:0.1739, d141:0.1739, d153:0.1739, d172:0.1739, d185:0.1739, d186:0.1739, d204:0.1739, d210:0.1739, d211:0.1739, d218:0.1739, d228:0.1739, d234:0.1739, d255:0.1739, d298:0.1739, d316:0.1739, d319:0.1739, d327:0.1739, d001:0.1097, d002:0.1097, d003:0.1097, d004:0.1097, d014:0.1097, d020:0.1097, d021:0.1097, d023:0.1097, d024:0.1097, d045:0.1097, d064:0.1097, d067:0.1097, d080:0.1097, d083:0.1097, d085:0.1097, d101:0.1097, d102:0.1097, d106:0.1097, d121:0.1097, d134:0.1097, d139:0.1097, d144:0.1097, d145:0.1097, d149:0.1097, d152:0.1097, d160:0.1097, d161:0.1097, d162:0.1097, d163:0.1097, d166:0.1097, d184:0.1097, d188:0.1097, d196:0.1097, d197:0.1097, d198:0.1097, d202:0.1097, d203:0.1097, d214:0.1097, d216:0.1097, d219:0.1097, d224:0.1097, d225:0.1097, d226:0.1097, d227:0.1097, d229:0.1097, d230:0.1097, d232:0.1097, d233:0.1097, d236:0.1097, d238:0.1097, d244:0.1097, d266:0.1097, d273:0.1097, d278:0.1097, d279:0.1097, d284:0.1097, d287:0.1097, d291:0.1097, d293:0.1097, d294:0.1097, d300:0.1097, d302:0.1097, d306:0.1097, d307:0.1097, d314:0.1097, d328:0.1097, d330:0.1097
q14	d121:1.5343, d093:1.4786, d145:1.4585, d081:1.3878, d133:1.3775, d041:1.3563, d030:1.2736, d136:1.2736, d125:1.1433, d144:1.1433, d280:1.1433, d005:1.0093, d082:1.0093, d094:1.0093, d242:0.8912, d002:0.8257, d022:0.8257, d062:0.8257, d075:0.8257, d091:0.8257, d117:0.8257, d130:0.8257, d180:0.8257, d314:0.8257, d115:0.742, d104:0.6368, d069:0.6321, d025:0.5773, d209:0.5773, d052:0.5677, d068:0.5677, d330:0.5677, d142:0.5118, d016:0.489, d021:0.489, d116:0.489, d186:0.489, d211:0.489, d233:0.489, d256:0.489, d038:0.3875, d065:0.3875, d089:0.3875, d162:0.3875, d169:0.3875, d172:0.3875, d231:0.3875, d299:0.3875, d312:0.3875, d143:0.3229, d238:0.3229, d293:0.3229, d308:0.3229, d110:0.3139, d181:0.3139, d192:0.3139, d247:0.3139, d277:0.3139, d008:0.2445, d010:0.2445, d029:0.2445, d071:0.2445, d073:0.2445, d078:0.2445, d085:0.2445, d086:0.2445, d087:0.2445, d122:0.2445, d175:0.2445, d193:0.2445, d194:0.2445, d198:0.2445, d202:0.2445, d205:0.2445, d214:0.2445, d219:0.2445, d223:0.2445, d234:0.2445, d251:0.2445, d257:0.2445, d268:0.2445, d272:0.2445, d286:0.2445, d294:0.2445, d323:0.2445, d328:0.2445
q16	d184:1.7076, d132:1.2906, d250:1.239, d277:1.239, d229:0.9234, d081:0.7763, d150:0.7259, d078:0.6152, d096:0.6152, d156:0.6152, d190:0.6152, d280:0.6152, d024:0.5353, d095:0.5353, d158:0.5353, d279:0.5353, d143:0.3881, d169:0.3881, d182:0.3881, d191:0.3881, d297:0.3881, d049:0.3377, d071:0.3377, d077:0.3377, d086:0.3377, d133:0.3377, d147:0.3377, d152:0.3377, d165:0.3377, d176:0.3377, d231:0.3377, d236:0.3377, d254:0.3377, d293:0.3377, d306:0.3377, d329:0.3377
q17	d121:3.5741, d271:3.4459, d146:1.3157, d091:1.1392, d024:1.0238, d183:1.0238, d003:0.831, d137:0.5243, d188:0.5243, d030:0.3961, d066:0.3961, d106:0.3961, d130:0.3961, d163:0.3961, d239:0.3961, d250:0.3961, d262:0.3961, d289:0.3961, d299:0.3961, d316:0.3961
q18	d192:4.4108, d194:4.0674, d201:2.8689, d216:2.2843, d203:1.5729, d210:1.5299, d230:1.4719, d207:1.3747, d111:1.2174, d055:1.0486, d223:0.9818, d053:0.8688, d198:0.8688, d200:0.6874, d208:0.6874, d322:0.5481, d204:0.4337, d215:0.4337
